seqname	dsDNAphage	NCLDV	RNA	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
S2C38056||full	0.233	0.393	0.755	0.007	0.427	0.755	RNA	1696	0	0.000	0.000
S2C38140||full	0.987	0.907	0.150	1.000	0.987	1.000	ssDNA	2324	0	100.000	0.000
S2C38239||full	0.433	0.907	0.580	0.720	0.667	0.907	NCLDV	2900	0	50.000	0.000
S2C38401||full	0.040	0.900	0.885	0.327	0.660	0.900	NCLDV	2333	0	0.000	0.000
S2C38590||full	1.000	0.233	0.025	0.193	0.307	1.000	dsDNAphage	15741	4	57.100	0.000
S2C38649||full	0.533	0.520	0.485	0.767	0.707	0.767	ssDNA	7392	0	40.000	0.000
S2C38678||full	0.980	0.393	0.115	0.927	0.307	0.980	dsDNAphage	3396	0	100.000	0.000
S2C38920||full	0.787	0.573	0.225	0.707	0.760	0.787	dsDNAphage	6925	0	70.000	0.000
S2C39065||full	0.980	0.380	0.145	0.947	0.320	0.980	dsDNAphage	2399	0	100.000	0.000
S2C39644||full	0.367	0.387	0.615	0.707	0.847	0.847	lavidaviridae	1795	0	50.000	0.000
S2C39700||full	1.000	0.240	0.195	0.920	0.340	1.000	dsDNAphage	3166	2	100.000	0.000
S2C40257||full	0.520	0.840	0.355	0.933	0.807	0.933	ssDNA	2139	0	33.300	0.000
S2C40535||full	0.953	0.693	0.250	0.433	0.927	0.953	dsDNAphage	34620	0	100.000	0.000
S2C40590||full	0.980	0.720	0.175	0.853	0.220	0.980	dsDNAphage	7640	0	56.200	0.000
S2C40714||full	0.993	0.787	0.280	0.727	0.907	0.993	dsDNAphage	14998	0	100.000	0.000
S2C40911||full	1.000	0.560	0.160	0.627	0.680	1.000	dsDNAphage	7518	4	86.700	0.000
S2C41268||full	1.000	0.133	0.010	0.080	0.067	1.000	dsDNAphage	9164	4	90.900	9.100
S2C41380||full	0.947	0.773	0.260	0.980	0.927	0.980	ssDNA	3335	0	80.000	0.000
S2C41808||full	0.953	0.847	0.120	0.967	0.947	0.967	ssDNA	2313	0	60.000	0.000
S2C41830||full	0.900	0.753	0.130	0.420	0.253	0.900	dsDNAphage	4468	0	80.000	0.000
S2C42095||full	0.873	0.447	0.780	0.953	0.247	0.953	ssDNA	4041	0	33.300	0.000
S2C42290||full	0.527	0.813	0.105	0.740	0.607	0.813	NCLDV	2345	0	20.000	0.000
S2C42291||full	0.167	0.507	0.575	0.027	0.120	0.575	RNA	2062	0	0.000	0.000
S2C42590||full	0.960	0.920	0.145	0.880	0.960	0.960	dsDNAphage	6394	0	100.000	0.000
S2C42648||full	1.000	0.940	0.120	0.947	0.753	1.000	dsDNAphage	3153	1	75.000	0.000
S2C42667||full	0.627	0.300	0.500	0.833	0.693	0.833	ssDNA	2331	0	16.700	0.000
S2C42795||full	0.940	0.273	0.405	0.260	0.067	0.940	dsDNAphage	2336	1	25.000	0.000
S2C42870||full	0.987	0.693	0.305	0.953	0.793	0.987	dsDNAphage	3245	0	71.400	0.000
S2C43018||full	0.693	0.953	0.180	0.820	0.987	0.987	lavidaviridae	2647	0	40.000	0.000
S2C43233||full	0.887	NaN	0.350	0.540	0.193	0.887	dsDNAphage	1809	0	20.000	0.000
S2C43493||full	0.907	0.933	0.170	0.967	0.993	0.993	lavidaviridae	2152	0	100.000	0.000
S2C43607||full	0.860	0.087	0.470	0.787	0.227	0.860	dsDNAphage	2269	0	20.000	0.000
S2C43856||full	1.000	0.593	0.295	0.833	0.967	1.000	dsDNAphage	7163	2	83.300	0.000
S2C44451||full	0.900	0.533	0.185	0.793	1.000	1.000	lavidaviridae	5307	0	100.000	0.000
S2C44761||full	0.993	0.193	0.390	0.660	0.213	0.993	dsDNAphage	4275	0	40.000	0.000
S2C44767||full	0.973	0.860	0.110	0.847	0.933	0.973	dsDNAphage	9491	0	100.000	0.000
S2C45663||full	0.033	0.733	0.010	0.007	0.007	0.733	NCLDV	2077	0	0.000	0.000
S2C45700||full	0.993	0.107	0.110	0.333	0.307	0.993	dsDNAphage	7292	6	81.800	0.000
S2C45766||full	0.680	0.767	0.165	0.907	0.860	0.907	ssDNA	2052	0	100.000	0.000
S2C45869||full	0.993	0.280	0.385	0.860	0.493	0.993	dsDNAphage	3253	1	100.000	0.000
S2C45977||full	0.753	0.340	0.050	0.120	0.253	0.753	dsDNAphage	2811	0	60.000	20.000
S2C46090||full	0.933	0.720	0.110	0.980	0.300	0.980	ssDNA	1904	0	80.000	0.000
S2C46379||full	0.993	0.627	0.180	0.893	0.947	0.993	dsDNAphage	8518	0	66.700	0.000
S2C46629||full	1.000	0.987	0.255	0.887	0.740	1.000	dsDNAphage	2544	1	66.700	0.000
S2C46675||full	0.847	0.980	0.040	0.720	0.860	0.980	NCLDV	2829	0	75.000	0.000
S2C46746||full	0.987	0.987	0.055	0.407	0.873	0.987	dsDNAphage	18346	1	80.000	0.000
S2C46759||full	0.687	0.673	0.240	1.000	0.953	1.000	ssDNA	2222	0	100.000	0.000
S2C47360||full	0.980	0.553	0.155	0.933	0.953	0.980	dsDNAphage	3771	0	58.300	0.000
S2C47377||full	0.993	0.100	0.035	0.233	0.140	0.993	dsDNAphage	32111	13	97.400	2.600
S2C47446||full	1.000	0.687	0.015	0.567	0.267	1.000	dsDNAphage	5802	1	58.300	0.000
S2C47931||full	1.000	0.293	0.105	0.187	0.247	1.000	dsDNAphage	22230	9	68.000	0.000
S2C47950||full	0.387	0.580	0.275	0.667	0.600	0.667	ssDNA	1889	0	25.000	0.000
S2C47974||full	0.927	0.653	0.250	0.993	0.873	0.993	ssDNA	2572	0	75.000	0.000
S2C47986||full	0.993	0.980	0.170	0.933	0.927	0.993	dsDNAphage	3440	2	100.000	0.000
S2C48115||full	0.967	0.820	0.220	0.833	0.927	0.967	dsDNAphage	5082	0	87.500	0.000
S2C48499||full	0.653	0.800	0.355	0.833	0.893	0.893	lavidaviridae	2600	0	40.000	0.000
S2C48557||full	0.947	0.947	0.190	0.960	0.967	0.967	lavidaviridae	2646	0	80.000	0.000
S2C48631||full	0.987	0.767	0.110	0.333	0.900	0.987	dsDNAphage	23460	0	95.200	0.000
S2C48802||full	0.993	0.960	0.175	0.813	0.953	0.993	dsDNAphage	6471	0	70.000	0.000
S2C48895||full	0.933	0.440	0.075	0.473	0.733	0.933	dsDNAphage	4218	0	88.900	0.000
S2C48968||full	0.647	0.567	0.375	0.600	0.600	0.647	dsDNAphage	4698	0	30.000	0.000
S2C48973||full	0.213	0.913	0.095	0.113	0.807	0.913	NCLDV	2144	0	33.300	0.000
S2C49396||full	1.000	0.713	0.100	0.420	0.840	1.000	dsDNAphage	6977	2	80.000	0.000
S2C49770||full	0.760	0.993	0.130	0.980	0.940	0.993	NCLDV	2070	0	66.700	0.000
S2C49865||full	1.000	0.700	0.235	0.880	0.213	1.000	dsDNAphage	4337	0	58.300	0.000
S2C49976||full	0.800	0.967	0.160	0.880	0.980	0.980	lavidaviridae	3440	0	100.000	0.000
S2C50005||full	0.900	0.840	0.200	0.827	0.907	0.907	lavidaviridae	2666	0	100.000	0.000
S2C50290||full	0.807	0.693	0.250	0.940	0.953	0.953	lavidaviridae	1826	0	100.000	0.000
S2C50545||full	0.867	0.687	0.230	0.940	0.813	0.940	ssDNA	796	0	33.300	0.000
S2C50651||full	0.953	0.780	0.250	0.940	0.960	0.960	lavidaviridae	2377	0	100.000	0.000
S2C51148||full	0.947	0.360	0.205	0.627	0.827	0.947	dsDNAphage	5672	0	72.700	0.000
S2C51600||full	0.887	0.687	0.380	0.893	0.980	0.980	lavidaviridae	3482	0	40.000	0.000
S2C51625||full	1.000	0.440	0.020	0.087	0.347	1.000	dsDNAphage	59188	1	63.700	2.200
S2C52483||full	0.833	0.500	0.165	0.673	0.673	0.833	dsDNAphage	2566	0	25.000	0.000
S2C52486||full	0.760	0.807	0.495	0.907	0.860	0.907	ssDNA	1990	0	16.700	0.000
S2C52689||full	0.633	0.293	0.080	0.667	0.147	0.667	ssDNA	3260	0	40.000	0.000
S2C53366||full	0.640	NaN	0.565	0.933	0.913	0.933	ssDNA	1969	0	50.000	0.000
S2C53423||full	1.000	0.153	0.150	0.953	0.147	1.000	dsDNAphage	2355	0	100.000	0.000
S2C53473||full	0.773	0.807	0.080	0.587	0.967	0.967	lavidaviridae	9234	0	100.000	0.000
S2C53521||full	0.907	0.920	0.155	0.900	0.840	0.920	NCLDV	3155	0	100.000	0.000
S2C53901||full	0.947	0.873	0.255	0.940	0.980	0.980	lavidaviridae	2035	0	40.000	0.000
S2C54029||full	1.000	0.740	0.335	1.000	0.680	1.000	dsDNAphage	2252	1	75.000	0.000
S5C3||full	0.093	0.940	0.500	0.440	0.613	0.940	NCLDV	2419	0	0.000	0.000
S5C10||full	0.960	0.873	0.110	0.820	0.767	0.960	dsDNAphage	2225	2	75.000	0.000
S5C27||full	0.940	0.647	0.185	0.673	0.913	0.940	dsDNAphage	2458	3	100.000	0.000
S5C90||full	1.000	0.620	0.290	0.967	0.627	1.000	dsDNAphage	2411	3	83.300	0.000
S5C190||full	0.727	0.813	0.230	0.680	0.960	0.960	lavidaviridae	7112	0	71.400	0.000
S5C329||full	0.053	0.540	0.185	0.000	0.200	0.540	NCLDV	2975	0	0.000	0.000
S5C524||full	0.900	0.567	0.255	0.800	0.900	0.900	dsDNAphage	5279	0	100.000	0.000
S5C608||full	0.087	0.773	0.010	0.007	0.007	0.773	NCLDV	21019	0	10.000	15.000
S5C655||full	1.000	0.667	0.320	0.980	0.647	1.000	dsDNAphage	2706	2	100.000	0.000
S5C832||full	0.980	0.893	0.200	0.880	0.947	0.980	dsDNAphage	4014	0	90.000	0.000
S5C848||full	0.153	0.800	0.005	0.020	0.113	0.800	NCLDV	3297	0	33.300	0.000
S5C855||full	0.520	0.440	0.345	0.727	0.953	0.953	lavidaviridae	3472	0	16.700	0.000
S5C909||full	1.000	0.767	0.100	0.727	0.387	1.000	dsDNAphage	2298	3	100.000	0.000
S5C983||full	0.380	0.627	0.375	0.053	0.680	0.680	lavidaviridae	3100	0	33.300	0.000
S5C1124||full	0.107	0.580	0.175	0.007	0.547	0.580	NCLDV	2781	0	0.000	0.000
S5C1360||full	1.000	0.633	0.365	0.900	0.793	1.000	dsDNAphage	3275	1	100.000	0.000
S5C1386||full	0.187	0.747	0.345	0.200	0.580	0.747	NCLDV	2317	0	0.000	0.000
S5C1411||full	0.060	0.493	0.340	0.027	0.520	0.520	lavidaviridae	4901	0	0.000	0.000
S5C1434||full	1.000	0.307	0.275	0.993	0.433	1.000	dsDNAphage	2939	2	100.000	0.000
S5C1661||full	0.407	0.500	0.315	0.120	0.200	0.500	NCLDV	3542	0	50.000	0.000
S5C1686||full	0.873	0.967	0.075	0.880	0.973	0.973	lavidaviridae	1835	0	50.000	0.000
S5C1692||full	0.120	NaN	0.725	0.027	0.033	0.725	RNA	2261	0	0.000	0.000
S5C1785||full	1.000	0.260	0.180	0.833	0.467	1.000	dsDNAphage	4308	2	100.000	0.000
S5C1862||full	0.987	0.753	0.195	0.687	0.707	0.987	dsDNAphage	3798	4	54.500	0.000
S5C1955||full	0.767	0.933	0.090	0.733	0.847	0.933	NCLDV	2650	0	60.000	0.000
S5C2008||full	0.367	0.867	0.880	0.993	0.960	0.993	ssDNA	1899	0	33.300	0.000
S5C2175||full	0.453	0.607	0.395	0.013	0.227	0.607	NCLDV	3752	0	20.000	0.000
S5C2209||full	0.853	0.567	0.300	0.893	0.947	0.947	lavidaviridae	3217	0	25.000	0.000
S5C2242||full	0.993	0.900	0.255	0.553	0.920	0.993	dsDNAphage	5962	2	66.700	0.000
S5C2343||full	0.933	0.947	0.140	0.820	0.967	0.967	lavidaviridae	3718	0	100.000	0.000
S5C2376||full	0.973	0.873	0.050	0.780	0.913	0.973	dsDNAphage	3716	0	80.000	0.000
S5C2419||full	0.987	0.487	0.305	0.393	0.887	0.987	dsDNAphage	6327	1	30.000	0.000
S5C2741||full	0.827	NaN	0.360	0.960	0.733	0.960	ssDNA	1714	0	100.000	0.000
S5C2822||full	0.733	0.427	0.660	0.593	0.887	0.887	lavidaviridae	3152	0	25.000	0.000
S5C2929||full	0.927	0.927	0.195	0.967	0.927	0.967	ssDNA	2603	0	80.000	0.000
S5C3064||full	0.880	0.980	0.155	0.787	0.993	0.993	lavidaviridae	6940	0	66.700	0.000
S5C3065||full	0.873	0.953	0.225	0.960	1.000	1.000	lavidaviridae	2477	0	100.000	0.000
S5C3288||full	0.893	0.407	0.280	0.800	0.907	0.907	lavidaviridae	4460	0	100.000	0.000
S5C3315||full	0.273	0.527	0.770	0.993	0.953	0.993	ssDNA	1617	0	50.000	0.000
S5C3436||full	0.960	0.933	0.215	1.000	0.900	1.000	ssDNA	2492	0	75.000	0.000
S5C3481||full	0.993	0.707	0.155	0.253	0.927	0.993	dsDNAphage	30963	2	29.300	0.000
S5C3485||full	0.160	NaN	0.710	0.013	0.453	0.710	RNA	2516	0	0.000	0.000
S5C3594||full	0.840	0.167	0.005	0.040	0.233	0.840	dsDNAphage	8708	0	54.500	9.100
S5C3634||full	0.907	0.560	0.210	0.940	0.920	0.940	ssDNA	3369	0	75.000	0.000
S5C3644||full	0.993	0.860	0.010	0.213	0.393	0.993	dsDNAphage	109391	5	73.500	1.400
S5C3811||full	0.567	0.873	0.000	0.027	0.120	0.873	NCLDV	5716	0	50.000	12.500
S5C3952||full	0.993	0.613	0.270	0.980	0.213	0.993	dsDNAphage	2035	0	60.000	0.000
S5C3970||full	0.513	0.327	0.425	0.647	0.747	0.747	lavidaviridae	2115	0	0.000	0.000
S5C3994||full	0.567	0.740	0.305	0.920	0.893	0.920	ssDNA	2830	0	50.000	0.000
S5C4006||full	0.280	0.127	0.755	0.727	0.553	0.755	RNA	2014	0	0.000	0.000
S5C4008||full	0.987	0.887	0.120	0.860	0.873	0.987	dsDNAphage	2524	0	80.000	0.000
S5C4200||full	0.993	0.573	0.190	0.973	0.967	0.993	dsDNAphage	3951	0	41.700	0.000
S5C4243||full	0.927	0.513	0.525	0.880	0.713	0.927	dsDNAphage	1942	0	40.000	0.000
S5C4378||full	0.993	0.940	0.180	0.860	0.967	0.993	dsDNAphage	3442	0	60.000	0.000
S5C4487||full	0.607	0.980	0.085	0.660	0.967	0.980	NCLDV	2592	0	14.300	0.000
S5C4540||full	0.980	0.347	0.160	0.967	0.193	0.980	dsDNAphage	2121	0	57.100	0.000
S5C4592||full	0.093	0.780	0.095	0.007	0.247	0.780	NCLDV	6275	0	16.700	0.000
S5C4616||full	0.980	0.987	0.175	0.813	0.887	0.987	NCLDV	2131	0	66.700	0.000
S5C4762||full	0.947	0.853	0.115	0.900	0.760	0.947	dsDNAphage	4709	0	85.700	0.000
S5C4794||full	0.293	0.767	0.310	0.667	0.973	0.973	lavidaviridae	2195	0	50.000	0.000
S5C4927||full	1.000	0.740	0.195	0.533	0.893	1.000	dsDNAphage	7909	3	91.700	0.000
S5C5104||full	0.167	0.500	0.005	0.000	0.093	0.500	NCLDV	7937	0	40.000	20.000
S5C5113||full	0.993	0.960	0.160	0.927	0.953	0.993	dsDNAphage	4659	1	100.000	0.000
S5C5374||full	0.507	NaN	0.220	0.140	0.380	0.507	dsDNAphage	2198	0	50.000	0.000
S5C5536||full	0.867	0.993	0.150	0.880	0.653	0.993	NCLDV	2225	0	80.000	0.000
S5C5642||full	0.987	0.513	0.130	0.947	0.873	0.987	dsDNAphage	2365	0	57.100	0.000
S5C5648||full	1.000	0.440	0.205	0.800	0.767	1.000	dsDNAphage	3545	3	88.900	0.000
S5C5700||full	0.840	0.820	0.135	0.673	0.860	0.860	lavidaviridae	3856	0	100.000	0.000
S5C5703||full	0.073	0.760	0.005	0.000	0.067	0.760	NCLDV	3891	0	33.300	0.000
S5C5760||full	0.487	0.973	0.315	0.900	0.967	0.973	NCLDV	2173	0	25.000	0.000
S5C5768||full	0.993	0.993	0.155	0.847	0.967	0.993	dsDNAphage	4151	1	100.000	0.000
S5C5775||full	0.207	0.787	0.120	0.067	0.427	0.787	NCLDV	2794	0	33.300	0.000
S5C5776||full	0.100	0.507	0.000	0.000	0.080	0.507	NCLDV	5417	0	25.000	25.000
S5C5877||full	0.993	0.353	0.035	0.153	0.233	0.993	dsDNAphage	19152	4	71.900	0.000
S5C5935||full	0.847	0.953	0.095	0.940	0.273	0.953	NCLDV	2174	0	66.700	0.000
S5C6161||full	0.787	0.767	0.340	1.000	0.960	1.000	ssDNA	2151	0	66.700	0.000
S5C6380||full	0.993	0.740	0.265	0.893	0.960	0.993	dsDNAphage	4635	5	90.000	0.000
S5C6445||full	0.973	0.920	0.285	0.933	0.953	0.973	dsDNAphage	15064	0	100.000	0.000
S5C6465||full	1.000	0.187	0.135	0.827	0.280	1.000	dsDNAphage	3590	1	62.500	0.000
S5C6895||full	0.480	0.880	0.470	0.887	0.807	0.887	ssDNA	3818	0	33.300	0.000
S5C6918||full	0.533	0.347	0.855	0.307	0.567	0.855	RNA	3508	0	0.000	0.000
S5C7039||full	0.980	0.887	0.175	0.613	0.947	0.980	dsDNAphage	12886	0	85.700	0.000
S5C7052||full	0.973	0.687	0.205	0.993	0.933	0.993	ssDNA	2689	0	100.000	0.000
S5C7073||full	0.993	0.207	0.165	0.713	0.260	0.993	dsDNAphage	8161	4	100.000	0.000
S5C7132||full	0.887	0.313	0.465	0.927	0.093	0.927	ssDNA	2897	0	33.300	0.000
S5C7154||full	0.980	0.880	0.235	0.840	0.940	0.980	dsDNAphage	2524	0	87.500	0.000
S5C7237||full	0.913	0.820	0.165	0.753	0.953	0.953	lavidaviridae	2581	0	100.000	0.000
S5C7362||full	0.620	0.280	0.455	0.780	0.793	0.793	lavidaviridae	3389	0	33.300	0.000
S5C7427||full	0.980	0.693	0.200	0.933	0.807	0.980	dsDNAphage	2568	2	100.000	0.000
S5C7542||full	0.433	0.593	0.240	0.073	0.507	0.593	NCLDV	4841	0	16.700	0.000
S5C7599||full	0.227	0.567	0.180	0.020	0.347	0.567	NCLDV	5451	0	20.000	0.000
S5C7666||full	0.740	0.687	0.230	0.913	0.713	0.913	ssDNA	2529	0	40.000	0.000
S5C7754||full	0.147	0.787	0.025	0.053	0.107	0.787	NCLDV	2004	0	33.300	0.000
S5C7811||full	0.980	0.907	0.135	0.887	0.813	0.980	dsDNAphage	4641	0	87.500	0.000
S5C7842||full	0.927	0.307	0.210	0.820	0.667	0.927	dsDNAphage	3396	0	83.300	0.000
S5C7932||full	0.680	0.160	0.340	0.873	0.747	0.873	ssDNA	3301	0	66.700	0.000
S5C7995||full	0.993	0.347	0.230	0.453	0.187	0.993	dsDNAphage	5121	1	63.600	0.000
S5C8004||full	0.587	0.740	0.515	0.880	0.947	0.947	lavidaviridae	1339	0	33.300	0.000
S5C8274||full	0.727	0.787	0.075	0.613	0.847	0.847	lavidaviridae	2432	0	50.000	0.000
S5C8350||full	0.987	0.840	0.145	0.827	0.893	0.987	dsDNAphage	3047	1	80.000	0.000
S5C8467||full	0.940	0.587	0.200	1.000	0.933	1.000	ssDNA	2627	0	100.000	0.000
S5C8476||full	0.127	0.620	0.000	0.007	0.013	0.620	NCLDV	4990	0	33.300	16.700
S5C8530||full	0.267	0.120	0.995	0.827	0.840	0.995	RNA	2037	0	0.000	0.000
S5C8622||full	0.200	0.240	1.000	0.753	0.827	1.000	RNA	2069	0	0.000	0.000
S5C8747||full	0.453	0.380	0.960	0.140	0.580	0.960	RNA	2245	0	0.000	0.000
S5C8967||full	0.933	0.567	0.180	0.867	0.720	0.933	dsDNAphage	1919	0	100.000	0.000
S5C9005||full	1.000	0.767	0.195	0.807	0.960	1.000	dsDNAphage	7575	1	81.800	0.000
S5C9030||full	0.540	0.420	0.005	0.073	0.320	0.540	dsDNAphage	3400	0	60.000	20.000
S5C9132||full	0.793	0.880	0.255	0.873	0.813	0.880	NCLDV	3158	0	100.000	0.000
S5C9337||full	0.967	0.580	0.165	0.780	0.900	0.967	dsDNAphage	3580	0	100.000	0.000
S5C9361||full	0.927	0.420	0.050	0.733	0.180	0.927	dsDNAphage	3161	0	28.600	0.000
S5C9403||full	0.087	0.593	0.295	0.020	0.187	0.593	NCLDV	2533	0	0.000	0.000
S5C9429||full	0.767	0.680	0.740	0.947	0.927	0.947	ssDNA	2704	0	50.000	0.000
S5C9450||full	0.127	0.653	0.010	0.027	0.013	0.653	NCLDV	4709	0	20.000	0.000
S5C9728||full	1.000	0.693	0.175	0.900	0.493	1.000	dsDNAphage	4547	2	100.000	0.000
S5C9745||full	0.913	0.113	0.125	0.867	0.233	0.913	dsDNAphage	3114	0	62.500	0.000
S5C9896||full	0.907	0.040	0.025	0.007	0.293	0.907	dsDNAphage	3044	1	20.000	20.000
S5C10161||full	0.760	0.353	0.505	0.920	0.720	0.920	ssDNA	4131	0	50.000	0.000
S5C10175||full	0.807	0.707	0.195	0.967	0.913	0.967	ssDNA	2125	0	100.000	0.000
S5C10276||full	1.000	0.680	0.270	0.980	0.980	1.000	dsDNAphage	4747	2	100.000	0.000
S5C10513||full	0.520	0.827	0.005	0.047	0.127	0.827	NCLDV	3528	0	50.000	16.700
S5C10663||full	0.927	0.573	0.280	0.967	0.947	0.967	ssDNA	2596	0	100.000	0.000
S5C10957||full	0.760	0.740	0.395	0.193	0.567	0.760	dsDNAphage	2435	0	60.000	0.000
S5C11098||full	0.987	1.000	0.200	0.840	0.920	1.000	NCLDV	2234	0	75.000	0.000
S5C11641||full	0.167	0.567	0.200	0.040	0.307	0.567	NCLDV	2887	0	25.000	0.000
S5C11699||full	1.000	0.207	0.165	1.000	0.260	1.000	dsDNAphage	2186	1	80.000	0.000
S5C11913||full	0.900	0.953	0.295	0.873	0.907	0.953	NCLDV	6837	0	70.000	0.000
S5C12019||full	0.633	0.133	0.670	0.033	0.587	0.670	RNA	4306	0	20.000	0.000
S5C12092||full	1.000	0.273	0.260	0.973	0.340	1.000	dsDNAphage	4319	4	80.000	0.000
S5C12195||full	0.567	0.673	0.000	0.013	0.133	0.673	NCLDV	1914	0	50.000	0.000
S5C12201||full	0.993	1.000	0.135	0.740	0.953	1.000	NCLDV	5009	0	75.000	0.000
S5C12477||full	0.313	0.767	0.170	0.707	0.720	0.767	NCLDV	1414	0	25.000	0.000
S5C12483||full	0.307	0.493	0.775	0.053	0.440	0.775	RNA	2144	0	0.000	0.000
S5C12532||full	0.787	0.680	0.195	0.493	0.413	0.787	dsDNAphage	3576	0	66.700	0.000
S5C12554||full	0.580	0.273	0.400	0.333	0.593	0.593	lavidaviridae	3809	0	14.300	0.000
S5C12629||full	0.867	0.993	0.180	0.860	0.980	0.993	NCLDV	3106	0	100.000	0.000
S5C12633||full	0.987	0.773	0.985	0.473	1.000	1.000	lavidaviridae	3110	0	33.300	0.000
S5C12779||full	0.620	0.873	0.235	0.660	0.993	0.993	lavidaviridae	2384	0	100.000	0.000
S5C12839||full	0.213	0.573	0.645	0.320	0.500	0.645	RNA	2927	0	0.000	0.000
S5C12870||full	0.967	0.853	0.115	0.940	0.960	0.967	dsDNAphage	6130	0	100.000	0.000
S5C12972||full	0.887	0.933	0.150	0.813	0.967	0.967	lavidaviridae	2686	0	80.000	0.000
S5C13050||full	0.647	0.967	0.150	0.773	0.887	0.967	NCLDV	2635	0	100.000	0.000
S5C13078||full	0.753	0.707	0.300	0.953	0.947	0.953	ssDNA	2529	0	66.700	0.000
S5C13082||full	0.540	0.073	0.000	0.007	0.060	0.540	dsDNAphage	7706	1	25.000	62.500
S5C13166||full	0.927	0.540	0.195	0.973	0.820	0.973	ssDNA	2707	0	80.000	0.000
S5C13191||full	0.980	0.527	0.145	0.800	0.327	0.980	dsDNAphage	7144	4	75.000	0.000
S5C13365||full	0.240	0.207	0.100	0.007	0.507	0.507	lavidaviridae	3480	0	25.000	0.000
S5C13485||full	0.967	0.893	0.150	0.793	0.767	0.967	dsDNAphage	3923	5	100.000	0.000
S5C13574||full	0.987	0.593	0.105	0.627	0.653	0.987	dsDNAphage	2719	0	87.500	0.000
S5C13655||full	1.000	0.060	0.000	0.073	0.060	1.000	dsDNAphage	27497	2	81.100	1.900
S5C13695||full	0.920	0.533	0.180	0.867	0.847	0.920	dsDNAphage	3538	0	100.000	0.000
S5C13791||full	0.780	0.707	0.205	0.767	0.867	0.867	lavidaviridae	3537	0	100.000	0.000
S5C13956||full	0.927	0.920	0.180	0.893	0.893	0.927	dsDNAphage	3568	0	100.000	0.000
S5C14171||full	0.233	0.953	0.820	0.287	0.860	0.953	NCLDV	2872	0	0.000	0.000
S5C14175||full	0.993	0.800	0.175	0.780	0.933	0.993	dsDNAphage	6703	2	63.600	0.000
S5C14179||full	0.987	NaN	0.880	1.000	0.873	1.000	ssDNA	2127	0	33.300	0.000
S5C14229||full	0.740	0.727	0.325	0.987	0.987	0.987	ssDNA	2019	0	66.700	0.000
S5C14324||full	0.580	0.780	0.330	0.800	0.820	0.820	lavidaviridae	3271	0	9.100	0.000
S5C14447||full	0.687	0.433	0.725	0.987	1.000	1.000	lavidaviridae	2507	0	50.000	0.000
S5C14523||full	0.093	0.547	0.645	0.020	0.280	0.645	RNA	3934	0	0.000	0.000
S5C14593||full	0.640	0.380	0.385	0.953	0.673	0.953	ssDNA	2448	0	66.700	0.000
S5C14713||full	0.993	0.853	0.195	0.940	0.993	0.993	dsDNAphage	3802	1	83.300	0.000
S5C14781||full	0.993	0.900	0.145	0.900	0.867	0.993	dsDNAphage	2042	0	80.000	0.000
S5C14918||full	0.753	0.900	0.005	0.073	0.660	0.900	NCLDV	2410	0	42.900	14.300
S5C14920||full	0.933	0.813	0.655	1.000	0.853	1.000	ssDNA	2520	0	60.000	0.000
S5C14926||full	0.647	0.693	0.180	0.633	0.387	0.693	NCLDV	2974	0	66.700	0.000
S5C14999||full	0.860	0.967	0.260	0.867	0.940	0.967	NCLDV	2450	0	100.000	0.000
S5C15078||full	0.893	0.900	0.230	0.953	0.980	0.980	lavidaviridae	5567	0	100.000	0.000
S5C15181||full	0.607	0.507	0.430	0.780	0.880	0.880	lavidaviridae	2080	0	20.000	0.000
S5C15352||full	0.680	0.360	0.170	0.080	0.147	0.680	dsDNAphage	8858	0	12.500	0.000
S5C15364||full	1.000	0.893	0.065	0.287	0.853	1.000	dsDNAphage	59634	2	91.400	0.000
S5C15425||full	0.147	0.580	0.005	0.007	0.100	0.580	NCLDV	2535	0	33.300	33.300
S5C15481||full	0.067	0.560	0.595	0.000	0.060	0.595	RNA	2041	0	0.000	0.000
S5C15623||full	0.087	0.527	0.355	0.007	0.133	0.527	NCLDV	2141	0	0.000	0.000
S5C15644||full	0.993	0.993	0.180	0.773	0.640	0.993	dsDNAphage	3289	1	66.700	0.000
S5C15659||full	0.833	0.560	0.000	0.000	0.020	0.833	dsDNAphage	59624	0	17.300	3.800
S5C15705||full	0.960	0.973	0.115	0.867	0.973	0.973	NCLDV	3910	0	50.000	0.000
S5C15706||full	0.967	0.900	0.095	0.587	0.947	0.967	dsDNAphage	18782	0	78.900	0.000
S5C15710||full	0.533	0.007	0.070	0.040	0.167	0.533	dsDNAphage	2076	0	25.000	25.000
S5C15770||full	0.140	0.500	0.220	0.007	0.300	0.500	NCLDV	4754	0	0.000	0.000
S5C15811||full	0.133	0.640	0.010	0.000	0.320	0.640	NCLDV	4221	0	20.000	20.000
S5C15975||full	0.773	0.547	0.330	0.673	0.960	0.960	lavidaviridae	5449	0	66.700	0.000
S5C16003||full	1.000	0.893	0.170	0.887	0.960	1.000	dsDNAphage	2445	1	100.000	0.000
S5C16028||full	0.953	0.320	0.505	0.893	0.420	0.953	dsDNAphage	2612	0	50.000	0.000
S5C16097||full	0.933	0.607	0.420	0.993	0.927	0.993	ssDNA	2637	0	60.000	0.000
