name	prediction	score
S5C13474	Phage	0.6
S5C13485	Phage	0.9
S5C13529	Phage	0.53
S5C13554	Phage	0.51
S5C13574	Phage	0.96
S5C13595	Phage	0.6
S5C13619	Bacteria	0.18
S5C13633	Phage	0.78
S5C13655	Phage	0.69
S5C13695	Phage	0.92
S5C13699	Bacteria	0.49
S5C13724	Bacteria	0.32
S5C13733	Bacteria	0.43
S5C13742	Phage	0.57
S5C13760	Phage	0.7
S5C13791	Bacteria	0.46
S5C13812	Bacteria	0.04
S5C13822	Phage	0.58
S5C13845	Bacteria	0.37
S5C13870	Bacteria	0.2
S5C13919	Bacteria	0.5
S5C13956	Phage	0.86
S5C13982	Bacteria	0.47
S5C14093	Bacteria	0.33
S5C14129	Bacteria	0.37
S5C14159	Phage	0.56
S5C14171	Phage	0.59
S5C14175	Phage	0.9
S5C14179	Phage	0.55
S5C14183	Phage	0.59
S5C14190	Phage	0.57
S5C14227	Bacteria	0.42
S5C14229	Phage	0.83
S5C14269	Bacteria	0.33
S5C14300	Phage	0.52
S5C14322	Bacteria	0.32
S5C14324	Phage	0.56
S5C14390	Bacteria	0.4
S5C14407	Bacteria	0.08
S5C14447	Phage	0.68
S5C14512	Phage	0.54
S5C14523	Phage	0.68
S5C14593	Phage	0.54
S5C14607	Phage	0.57
S5C14627	Phage	0.57
S5C14708	Bacteria	0.31
S5C14713	Phage	0.97
S5C14781	Phage	0.88
S5C14901	Phage	0.53
S5C14918	Phage	0.64
S5C14920	Bacteria	0.22
S5C14925	Bacteria	0.38
S5C14926	Phage	0.92
S5C14980	Phage	0.61
S5C14999	Phage	0.87
S5C15012	Phage	0.62
S5C15031	Phage	0.66
S5C15054	Bacteria	0.5
S5C15075	Phage	0.97
S5C15078	Phage	0.96
S5C15087	Bacteria	0.41
S5C15088	Phage	0.6
S5C15118	Bacteria	0.2
S5C15131	Bacteria	0.38
S5C15181	Bacteria	0.1
S5C15248	Bacteria	0.42
S5C15259	Bacteria	0.26
S5C15263	Bacteria	0.21
S5C15273	Bacteria	0.35
S5C15309	Bacteria	0.44
S5C15345	Phage	0.65
S5C15348	Bacteria	0.5
S5C15352	Phage	0.71
S5C15359	Phage	0.97
S5C15364	Phage	0.93
S5C15391	Bacteria	0.31
S5C15396	Bacteria	0.06
S5C15402	Bacteria	0.32
S5C15421	Phage	0.85
S5C15425	Bacteria	0.47
S5C15440	Bacteria	0.14
S5C15481	Bacteria	0.37
S5C15526	Bacteria	0.27
S5C15567	Phage	0.52
S5C15572	Bacteria	0.32
S5C15589	Phage	0.53
S5C15605	Phage	0.55
S5C15617	Bacteria	0.43
S5C15623	Phage	0.88
S5C15644	Phage	0.93
S5C15648	Phage	0.57
S5C15659	Phage	0.82
S5C15679	Phage	0.83
S5C15680	Bacteria	0.46
S5C15705	Phage	0.93
S5C15706	Phage	0.83
S5C15707	Phage	0.74
S5C15710	Bacteria	0.44
S5C15718	Phage	0.54
S5C15770	Bacteria	0.46
S5C15780	Phage	0.56
S5C15786	Bacteria	0.42
S5C15797	Phage	0.51
S5C15803	Bacteria	0.29
S5C15811	Bacteria	0.36
S5C15814	Phage	0.57
S5C15820	Bacteria	0.16
S5C15831	Bacteria	0.1
S5C15850	Phage	0.56
S5C15890	Bacteria	0.37
S5C15937	Phage	0.53
S5C15938	Bacteria	0.5
S5C15970	Phage	0.85
S5C15975	Bacteria	0.47
S5C15990	Bacteria	0.48
S5C16003	Phage	0.93
S5C16028	Bacteria	0.38
S5C16029	Bacteria	0.15
S5C16031	Bacteria	0.07
S5C16044	Phage	0.56
S5C16097	Phage	0.94
S5C16134	Bacteria	0.43
S5C16175	Phage	0.59
S5C16217	Bacteria	0.47
S5C16255	Phage	0.75
S5C16284	Bacteria	0.34
S5C16296	Phage	0.5
S5C16366	Bacteria	0.28
S5C16373	Phage	0.53
S5C16391	Phage	0.63
S5C16424	Bacteria	0.26
S5C16434	Phage	0.55
S5C16471	Bacteria	0.41
S5C16481	Bacteria	0.47
S5C16488	Phage	0.84
S5C16489	Phage	0.58
S5C16514	Bacteria	0.31
S5C16534	Phage	0.58
S5C16553	Phage	0.62
S5C16556	Bacteria	0.29
S5C16580	Bacteria	0.16
S5C16583	Phage	0.6
S5C16602	Bacteria	0.41
S5C16609	Bacteria	0.49
S5C16674	Bacteria	0.22
S5C16700	Bacteria	0.43
S5C16704	Phage	0.87
S5C16741	Bacteria	0.47
S5C16758	Bacteria	0.22
S5C16774	Bacteria	0.15
S5C16785	Phage	0.95
S5C16794	Phage	0.52
S5C16815	Bacteria	0.3
S5C16841	Phage	0.62
S5C16844	Bacteria	0.33
S5C16856	Bacteria	0.37
S5C16857	Phage	0.63
S5C16950	Bacteria	0.31
S5C16983	Bacteria	0.28
S5C17003	Phage	0.68
S5C17016	Phage	0.6
S5C17031	Phage	0.93
S5C17093	Phage	0.59
S5C17100	Phage	0.56
S5C17103	Phage	0.69
S5C17137	Bacteria	0.44
S5C17145	Bacteria	0.35
S5C17156	Bacteria	0.44
S5C17197	Phage	0.77
S5C17205	Bacteria	0.5
S5C17226	Bacteria	0.3
S5C17283	Bacteria	0.2
S5C17291	Phage	0.95
S5C17408	Phage	0.76
S5C17412	Bacteria	0.41
S5C17428	Phage	0.53
S5C17437	Bacteria	0.45
S5C17482	Bacteria	0.49
S5C17513	Phage	0.87
S5C17537	Phage	0.6
S5C17570	Bacteria	0.31
S5C17586	Phage	0.84
S5C17588	Bacteria	0.48
S5C17623	Phage	0.64
S5C17626	Bacteria	0.32
S5C17677	Bacteria	0.38
S5C17682	Phage	0.74
S5C17687	Phage	0.69
S5C17694	Bacteria	0.35
S5C17709	Bacteria	0.13
S5C17757	Phage	0.85
S5C17791	Bacteria	0.48
S5C17808	Phage	0.98
S5C17819	Phage	0.63
S5C17821	Bacteria	0.36
S5C17844	Phage	0.61
S5C17887	Phage	0.53
S5C17931	Bacteria	0.41
S5C17978	Phage	0.63
S5C18001	Phage	0.86
S5C18015	Phage	0.93
S5C18046	Bacteria	0.48
S5C18053	Phage	0.53
S5C18055	Bacteria	0.5
S5C18064	Bacteria	0.5
S5C18072	Phage	0.64
S5C18083	Phage	0.56
S5C18087	Phage	0.82
S5C18129	Bacteria	0.36
S5C18198	Phage	0.74
S5C18211	Bacteria	0.35
S5C18227	Phage	0.74
S5C18228	Phage	0.52
S5C18253	Bacteria	0.41
S5C18281	Phage	0.68
S5C18298	Bacteria	0.04
S5C18325	Bacteria	0.43
S5C18357	Bacteria	0.4
S5C18383	Bacteria	0.19
S5C18393	Bacteria	0.25
S5C18444	Bacteria	0.31
S5C18507	Bacteria	0.45
S5C18536	Phage	0.51
S5C18584	Phage	0.67
S5C18615	Phage	0.62
S5C18644	Bacteria	0.4
S5C18694	Bacteria	0.24
S5C18699	Bacteria	0.31
S5C18702	Phage	0.57
S5C18751	Phage	0.59
S5C18756	Phage	0.56
S5C18764	Bacteria	0.38
S5C18779	Phage	0.82
S5C18788	Phage	0.74
S5C18802	Bacteria	0.21
S5C18822	Phage	0.57
S5C18842	Phage	0.52
S5C18860	Phage	0.66
S5C18866	Bacteria	0.1
S5C18883	Bacteria	0.37
S5C18919	Phage	0.69
S5C18982	Phage	0.98
S5C19008	Bacteria	0.47
S5C19040	Bacteria	0.49
S5C19059	Phage	0.92
S5C19132	Phage	0.94
S5C19147	Phage	0.98
S5C19161	Bacteria	0.45
S5C19164	Bacteria	0.4
S5C19198	Phage	0.63
S5C19227	Phage	0.82
S5C19235	Bacteria	0.44
S5C19265	Phage	0.9
S5C19287	Phage	0.7
S5C19350	Bacteria	0.48
S5C19351	Phage	0.97
S5C19373	Phage	0.98
S5C19411	Phage	0.52
S5C19420	Phage	0.52
S5C19460	Bacteria	0.37
S5C19474	Bacteria	0.42
S5C19532	Bacteria	0.4
S5C19545	Bacteria	0.44
S5C19554	Bacteria	0.12
S5C19590	Phage	0.55
S5C19600	Bacteria	0.29
S5C19606	Phage	0.68
S5C19630	Phage	0.98
S5C19656	Phage	0.68
S5C19712	Phage	0.55
S5C19721	Bacteria	0.46
S5C19734	Phage	0.53
S5C19773	Bacteria	0.32
S5C19794	Bacteria	0.44
S5C19819	Bacteria	0.2
S5C19832	Phage	0.98
S5C19847	Bacteria	0.41
S5C19848	Phage	0.94
S5C19861	Bacteria	0.08
S5C19884	Phage	0.54
S5C19907	Phage	0.92
S5C19955	Phage	0.52
S5C19960	Phage	0.81
S5C19963	Bacteria	0.48
S5C20051	Bacteria	0.1
S5C20144	Phage	0.97
S5C20151	Phage	0.86
S5C20160	Phage	0.61
S5C20193	Phage	0.99
S5C20207	Bacteria	0.36
S5C20221	Phage	0.85
S5C20230	Bacteria	0.3
S5C20236	Bacteria	0.28
S5C20267	Phage	0.51
S5C20275	Phage	0.67
S5C20284	Phage	0.73
S5C20291	Phage	0.66
S5C20294	Phage	0.76
S5C20314	Bacteria	0.36
S5C20319	Phage	0.54
S5C20355	Phage	0.64
S5C20420	Bacteria	0.14
S5C20451	Phage	0.68
S5C20499	Phage	0.58
S5C20562	Bacteria	0.1
S5C20580	Bacteria	0.41
S5C20681	Bacteria	0.42
S5C20698	Phage	0.64
S5C20765	Phage	0.75
S5C20772	Phage	0.51
S5C20791	Phage	0.61
S5C20798	Phage	0.78
S5C20799	Bacteria	0.09
S5C20802	Bacteria	0.48
S5C20813	Phage	0.64
S5C20826	Bacteria	0.48
S5C20860	Bacteria	0.42
S5C20870	Phage	0.72
S5C20889	Bacteria	0.32
S5C20890	Bacteria	0.28
S5C20896	Phage	0.56
S5C20938	Phage	0.58
S5C20962	Phage	0.97
S5C20979	Bacteria	0.33
S5C20989	Phage	0.95
S5C20994	Phage	0.54
S5C21038	Phage	0.52
S5C21062	Bacteria	0.24
S5C21097	Phage	0.52
S5C21153	Phage	0.96
S5C21239	Phage	0.62
S5C21251	Phage	0.5
S5C21287	Bacteria	0.47
S5C21303	Bacteria	0.08
S5C21313	Bacteria	0.09
S5C21399	Bacteria	0.33
S5C21423	Bacteria	0.2
S5C21452	Phage	0.57
S5C21508	Phage	0.67
S5C21510	Bacteria	0.22
S5C21562	Phage	0.68
S5C21616	Bacteria	0.49
S5C21640	Phage	0.63
S5C21654	Bacteria	0.45
S5C21672	Phage	0.64
S5C21676	Bacteria	0.28
S5C21682	Bacteria	0.12
S5C21691	Phage	0.69
S5C21701	Phage	0.91
S5C21784	Bacteria	0.36
S5C21819	Bacteria	0.07
S5C21878	Bacteria	0.33
S5C21893	Phage	0.5
S5C21930	Bacteria	0.07
S5C21955	Bacteria	0.08
S5C22016	Phage	0.96
S5C22029	Bacteria	0.46
S5C22086	Bacteria	0.26
S5C22108	Phage	0.54
S5C22111	Bacteria	0.31
S5C22168	Phage	0.7
S5C22177	Bacteria	0.36
S5C22181	Phage	0.65
S5C22193	Bacteria	0.34
S5C22248	Phage	0.77
S5C22278	Phage	0.84
S5C22313	Phage	0.6
S5C22334	Bacteria	0.12
S5C22369	Bacteria	0.11
S5C22377	Phage	0.59
S5C22435	Bacteria	0.42
S5C22445	Bacteria	0.5
S5C22462	Phage	0.75
S5C22467	Phage	0.55
S5C22501	Phage	0.96
S5C22550	Bacteria	0.49
S5C22598	Bacteria	0.41
S5C22601	Phage	0.75
S5C22617	Phage	0.52
S5C22638	Phage	0.69
S5C22640	Phage	0.64
S5C22670	Phage	0.61
S5C22680	Phage	0.96
S5C22697	Phage	0.82
S5C22704	Phage	0.66
S5C22753	Bacteria	0.37
S5C22764	Phage	0.5
S5C22802	Phage	0.84
S5C22807	Phage	0.51
S5C22841	Bacteria	0.46
S5C22852	Phage	0.61
S5C22866	Phage	0.98
S5C22887	Bacteria	0.23
S5C22928	Bacteria	0.49
S5C22949	Bacteria	0.43
S5C22951	Phage	0.64
S5C22968	Bacteria	0.44
S5C22998	Bacteria	0.17
S5C23022	Phage	0.53
S5C23038	Phage	0.94
S5C23056	Phage	0.52
S5C23084	Phage	0.95
S5C23102	Phage	0.93
S5C23115	Bacteria	0.41
S5C23134	Phage	0.96
S5C23144	Phage	0.97
S5C23149	Phage	0.84
S5C23180	Bacteria	0.27
S5C23181	Bacteria	0.47
S5C23183	Bacteria	0.43
S5C23191	Phage	0.58
S5C23260	Phage	0.57
S5C23272	Bacteria	0.31
S5C23289	Phage	0.88
S5C23328	Phage	0.95
S5C23392	Phage	0.69
S5C23441	Phage	0.62
S5C23449	Bacteria	0.4
S5C23485	Phage	0.88
S5C23486	Phage	0.58
S5C23487	Phage	0.71
S5C23500	Bacteria	0.36
S5C23523	Phage	0.93
S5C23535	Bacteria	0.42
S5C23547	Phage	0.92
S5C23568	Phage	0.52
S5C23569	Phage	0.7
S5C23575	Bacteria	0.28
S5C23576	Bacteria	0.37
S5C23593	Phage	0.78
S5C23600	Bacteria	0.25
S5C23637	Bacteria	0.35
S5C23641	Phage	0.68
S5C23758	Bacteria	0.17
S5C23769	Phage	0.63
S5C23774	Bacteria	0.43
S5C23813	Phage	0.57
S5C23897	Phage	0.97
S5C23947	Bacteria	0.46
S5C23965	Bacteria	0.37
S5C23966	Bacteria	0.35
S5C24066	Phage	0.51
S5C24071	Bacteria	0.3
S5C24080	Phage	0.56
S5C24099	Bacteria	0.32
S5C24133	Phage	0.51
S5C24157	Bacteria	0.33
S5C24175	Phage	0.62
S5C24208	Phage	0.93
S5C24219	Bacteria	0.34
S5C24235	Phage	0.96
S5C24257	Phage	0.54
S5C24262	Phage	0.54
S5C24282	Bacteria	0.31
S5C24308	Phage	0.52
S5C24388	Bacteria	0.39
S5C24389	Bacteria	0.47
S5C24413	Phage	0.52
S5C24430	Bacteria	0.35
S5C24432	Bacteria	0.48
S5C24472	Phage	0.62
S5C24522	Phage	0.55
S5C24526	Bacteria	0.22
S5C24532	Phage	0.58
S5C24534	Bacteria	0.4
S5C24583	Bacteria	0.35
S5C24674	Phage	0.69
S5C24681	Bacteria	0.28
S5C24684	Bacteria	0.4
S5C24712	Bacteria	0.45
S5C24749	Bacteria	0.28
S5C24758	Phage	0.72
S5C24768	Bacteria	0.16
S5C24804	Bacteria	0.27
S5C24824	Phage	0.9
S5C24852	Bacteria	0.27
S5C24860	Phage	0.53
S5C24875	Phage	0.62
S5C24883	Bacteria	0.49
S5C24891	Bacteria	0.46
S5C24892	Bacteria	0.48
S5C24905	Phage	0.61
S5C24907	Phage	0.61
S5C24920	Bacteria	0.12
S5C24973	Bacteria	0.29
S5C24995	Bacteria	0.03
S5C25028	Bacteria	0.49
S5C25029	Phage	0.92
S5C25060	Bacteria	0.21
S5C25071	Bacteria	0.47
S5C25072	Bacteria	0.34
S5C25121	Bacteria	0.43
S5C25184	Phage	0.68
S5C25216	Bacteria	0.37
S5C25288	Phage	0.61
S5C25309	Bacteria	0.11
S5C25349	Phage	0.66
S5C25367	Bacteria	0.27
S5C25372	Bacteria	0.45
S5C25373	Bacteria	0.28
S5C25394	Phage	0.91
S5C25427	Bacteria	0.42
S5C25481	Phage	0.58
S5C25554	Bacteria	0.3
S5C25580	Phage	0.69
S5C25584	Bacteria	0.21
S5C25622	Bacteria	0.24
S5C25631	Phage	0.74
S5C25637	Bacteria	0.39
S5C25649	Phage	0.53
S5C25652	Bacteria	0.35
S5C25668	Bacteria	0.24
S5C25717	Bacteria	0.07
S5C25766	Phage	0.93
S5C25780	Bacteria	0.19
S5C25828	Bacteria	0.37
S5C25869	Bacteria	0.45
S5C25892	Bacteria	0.48
S5C25912	Phage	0.9
S5C25942	Phage	0.5
S5C25996	Bacteria	0.32
S5C26022	Phage	0.51
S5C26040	Bacteria	0.38
S5C26050	Phage	0.72
S5C26061	Phage	0.95
S5C26088	Bacteria	0.3
S5C26097	Bacteria	0.47
S5C26108	Bacteria	0.45
S5C26117	Bacteria	0.42
S5C26128	Phage	0.91
S5C26130	Phage	0.56
S5C26134	Bacteria	0.45
S5C26182	Phage	0.73
S5C26193	Bacteria	0.46
S5C26222	Bacteria	0.48
S5C26240	Bacteria	0.29
S5C26242	Phage	0.76
S5C26275	Phage	0.62
S5C26277	Phage	0.58
S5C26283	Phage	0.65
S5C26341	Phage	0.68
S5C26350	Phage	0.57
S5C26390	Phage	0.79
S5C26398	Phage	0.96
S5C26403	Bacteria	0.41
S5C26417	Phage	0.83
S5C26480	Bacteria	0.45
S5C26490	Bacteria	0.35
S5C26493	Bacteria	0.35
S5C26518	Bacteria	0.24
S5C26529	Bacteria	0.28
S5C26536	Bacteria	0.32
S5C26562	Phage	0.58
S5C26577	Bacteria	0.31
S5C26597	Bacteria	0.07
S5C26636	Bacteria	0.28
S5C26650	Bacteria	0.31
S5C26664	Phage	0.65
S5C26677	Phage	0.72
S5C26788	Phage	0.98
S5C26810	Bacteria	0.24
S5C26827	Bacteria	0.48
S5C26862	Phage	0.81
S5C26948	Phage	0.52
S5C26959	Phage	0.94
S5C27024	Phage	0.97
S5C27046	Phage	0.87
S5C27050	Phage	0.64
S5C27059	Bacteria	0.09
S5C27126	Bacteria	0.39
S5C27127	Phage	0.97
S5C27132	Phage	0.58
S5C27164	Phage	0.83
S5C27182	Phage	0.95
S5C27201	Bacteria	0.48
S5C27225	Phage	0.56
S5C27226	Bacteria	0.11
S5C27233	Bacteria	0.19
S5C27236	Phage	0.54
S5C27240	Phage	0.77
S5C27254	Phage	0.77
S5C27270	Phage	0.96
S5C27349	Bacteria	0.35
S5C27387	Bacteria	0.34
S5C27460	Bacteria	0.37
S5C27535	Phage	0.65
S5C27555	Phage	0.57
S5C27593	Phage	0.96
S5C27618	Bacteria	0.5
S5C27712	Bacteria	0.23
S5C27734	Bacteria	0.37
S5C27791	Phage	0.57
S5C27813	Phage	0.98
S5C27841	Phage	0.6
S5C27874	Bacteria	0.42
S5C27904	Bacteria	0.39
S5C27957	Phage	0.74
S5C27976	Phage	0.76
S5C27999	Bacteria	0.36
S5C28005	Phage	0.71
S5C28022	Phage	0.56
S5C28042	Bacteria	0.48
S5C28123	Bacteria	0.49
S5C28144	Phage	0.56
S5C28160	Phage	0.62
S5C28203	Bacteria	0.37
S5C28307	Phage	0.65
S5C28343	Phage	0.58
S5C28377	Phage	0.98
S5C28462	Bacteria	0.45
S5C28471	Phage	0.64
S5C28505	Bacteria	0.48
S5C28509	Phage	0.67
S5C28519	Phage	0.9
S5C28565	Bacteria	0.22
S5C28582	Phage	0.5
S5C28636	Phage	0.64
S5C28649	Phage	0.68
S5C28657	Bacteria	0.15
S5C28661	Phage	0.58
S5C28678	Phage	0.74
S5C28701	Phage	0.94
S5C28729	Phage	0.94
S5C28751	Bacteria	0.45
S5C28758	Bacteria	0.22
S5C28847	Bacteria	0.49
S5C28904	Phage	0.95
S5C28938	Bacteria	0.21
S5C28940	Phage	0.51
S5C28945	Bacteria	0.06
S5C28946	Bacteria	0.36
S5C28955	Phage	0.67
S5C29023	Phage	0.95
S5C29061	Phage	0.98
S5C29102	Phage	0.6
S5C29199	Bacteria	0.15
S5C29221	Bacteria	0.37
S5C29227	Bacteria	0.31
S5C29240	Phage	0.65
S5C29254	Bacteria	0.32
S5C29283	Bacteria	0.36
S5C29298	Bacteria	0.2
S5C29395	Phage	0.51
S5C29424	Phage	0.59
S5C29434	Phage	0.71
S5C29451	Phage	0.61
S5C29556	Bacteria	0.43
S5C29572	Phage	0.95
S5C29583	Bacteria	0.47
S5C29627	Bacteria	0.32
S5C29638	Bacteria	0.37
S5C29647	Bacteria	0.39
S5C29649	Bacteria	0.48
S5C29663	Phage	0.71
S5C29676	Bacteria	0.36
S5C29701	Bacteria	0.42
S5C29720	Bacteria	0.45
S5C29725	Phage	0.5
S5C29726	Phage	0.69
S5C29730	Bacteria	0.44
S5C29757	Bacteria	0.43
S5C29773	Phage	0.73
S5C29873	Phage	0.94
S5C29877	Bacteria	0.4
S5C29923	Bacteria	0.27
S5C29928	Phage	0.95
S5C29949	Bacteria	0.27
S5C29951	Phage	0.87
S5C29969	Bacteria	0.45
S5C29979	Phage	0.91
S5C30048	Phage	0.57
S5C30052	Bacteria	0.43
S5C30089	Phage	0.92
S5C30111	Phage	0.84
S5C30129	Bacteria	0.47
S5C30144	Phage	0.52
S5C30154	Bacteria	0.48
S5C30249	Phage	0.79
S5C30258	Phage	0.74
S5C30335	Phage	0.82
S5C30337	Bacteria	0.13
S5C30339	Bacteria	0.48
S5C30348	Phage	0.89
S5C30384	Bacteria	0.12
S5C30403	Phage	0.98
S5C30439	Phage	0.67
S5C30463	Bacteria	0.34
S5C30467	Bacteria	0.3
S5C30473	Phage	0.53
S5C30515	Bacteria	0.48
S5C30539	Phage	0.9
S5C30556	Phage	0.75
S5C30557	Phage	0.96
S5C30571	Phage	0.94
S5C30589	Phage	0.91
S5C30592	Phage	0.85
S5C30596	Phage	0.6
S5C30604	Bacteria	0.47
S5C30615	Bacteria	0.5
S5C30647	Phage	0.63
S5C30699	Bacteria	0.09
S5C30760	Bacteria	0.43
S5C30777	Phage	0.9
S5C30790	Phage	0.94
S5C30832	Bacteria	0.45
S5C30834	Bacteria	0.41
S5C30905	Bacteria	0.18
S5C30907	Bacteria	0.42
S5C30960	Phage	0.65
S5C31117	Phage	0.5
S5C31208	Phage	0.53
S5C31214	Phage	0.54
S5C31226	Phage	0.55
S5C31292	Bacteria	0.48
S5C31302	Bacteria	0.43
S5C31338	Phage	0.93
S5C31356	Bacteria	0.12
S5C31376	Bacteria	0.22
S5C31379	Phage	0.51
S5C31432	Bacteria	0.41
S5C31479	Phage	0.73
S5C31546	Bacteria	0.32
S5C31604	Phage	0.56
S5C31609	Phage	0.63
S5C31616	Phage	0.96
S5C31619	Phage	0.52
S5C31634	Phage	0.75
S5C31642	Bacteria	0.25
S5C31657	Bacteria	0.22
S5C31680	Phage	0.52
S5C31689	Phage	0.63
S5C31690	Phage	0.94
S5C31700	Phage	0.64
S5C31737	Bacteria	0.45
S5C31873	Phage	0.63
S5C31887	Bacteria	0.13
S5C31890	Phage	0.66
S5C31915	Phage	0.57
S5C31917	Phage	0.98
S5C31931	Phage	0.94
S5C32014	Phage	0.53
S5C32055	Phage	0.62
S5C32071	Bacteria	0.43
S5C32077	Phage	0.94
S5C32078	Bacteria	0.49
S5C32124	Phage	0.75
S5C32125	Bacteria	0.34
S5C32184	Phage	0.67
S5C32192	Phage	0.9
S5C32203	Bacteria	0.49
S5C32206	Bacteria	0.47
S5C32211	Bacteria	0.4
S5C32222	Bacteria	0.49
S5C32245	Bacteria	0.21
S5C32285	Phage	0.51
S5C32313	Bacteria	0.48
S5C32343	Bacteria	0.23
S5C32396	Phage	0.76
S5C32453	Phage	0.69
S5C32477	Bacteria	0.48
S5C32484	Bacteria	0.39
S5C32485	Phage	0.9
S5C32511	Bacteria	0.4
S5C32540	Phage	0.71
S5C32554	Bacteria	0.45
S5C32596	Bacteria	0.1
S5C32607	Phage	0.7
S5C32613	Bacteria	0.49
S5C32625	Phage	0.52
S5C32639	Bacteria	0.4
S5C32668	Phage	0.51
S5C32691	Phage	0.73
S5C32705	Bacteria	0.45
S5C32711	Bacteria	0.43
S5C32823	Bacteria	0.49
S5C32830	Phage	0.53
S5C32833	Bacteria	0.13
S5C32834	Phage	0.58
S5C32852	Phage	0.52
S5C32880	Phage	0.93
S5C32889	Phage	0.6
S5C32899	Bacteria	0.24
S5C32999	Phage	0.95
S5C33009	Phage	0.52
S5C33025	Phage	0.56
S5C33027	Phage	0.51
S5C33032	Phage	0.59
S5C33067	Phage	0.71
S5C33070	Phage	0.5
S5C33084	Phage	0.95
S5C33116	Phage	0.78
S5C33149	Phage	0.91
S5C33232	Bacteria	0.48
S5C33250	Phage	0.53
S5C33263	Phage	0.61
S5C33295	Phage	0.61
S5C33319	Bacteria	0.44
S5C33321	Phage	0.75
S5C33341	Phage	0.54
S5C33372	Phage	0.71
S5C33417	Bacteria	0.41
S5C33419	Phage	0.87
S5C33420	Phage	0.96
S5C33439	Bacteria	0.42
S5C33449	Bacteria	0.48
S5C33454	Phage	0.58
S5C33474	Phage	0.58
S5C33483	Phage	0.87
S5C33514	Bacteria	0.31
S5C33523	Bacteria	0.48
S5C33568	Phage	0.94
S5C33627	Phage	0.83
S5C33634	Bacteria	0.38
S5C33638	Bacteria	0.45
S5C33655	Bacteria	0.36
S5C33669	Bacteria	0.48
S5C33697	Phage	0.91
S5C33701	Bacteria	0.49
S5C33737	Bacteria	0.31
S5C33743	Bacteria	0.22
S5C33744	Bacteria	0.38
S5C33756	Bacteria	0.07
S5C33759	Bacteria	0.34
S5C33766	Phage	0.63
S5C33771	Phage	0.9
S5C33801	Phage	0.8
S5C33826	Bacteria	0.25
S5C33832	Phage	0.59
S5C33835	Phage	0.55
S5C33862	Bacteria	0.42
S5C33866	Phage	0.55
S5C33867	Phage	0.71
S5C33925	Phage	0.73
S5C33972	Phage	0.59
S5C34043	Bacteria	0.35
S5C34106	Phage	0.71
S5C34121	Phage	0.95
S5C34156	Bacteria	0.43
S5C34169	Bacteria	0.49
S5C34178	Phage	0.96
S5C34181	Bacteria	0.33
S5C34228	Bacteria	0.47
S5C34243	Phage	0.64
S5C34244	Phage	0.75
S5C34246	Phage	0.76
S5C34283	Phage	0.55
S5C34287	Bacteria	0.4
S5C34408	Phage	0.58
S5C34420	Phage	0.66
S5C34455	Bacteria	0.32
S5C34468	Phage	0.52
S5C34494	Phage	0.6
S5C34505	Bacteria	0.25
S5C34513	Bacteria	0.12
S5C34536	Bacteria	0.15
S5C34543	Bacteria	0.47
S5C34549	Phage	0.69
S5C34571	Bacteria	0.45
S5C34577	Phage	0.53
S5C34616	Phage	0.94
S5C34805	Phage	0.93
S5C34810	Bacteria	0.43
S5C34816	Bacteria	0.22
S5C34824	Phage	0.94
S5C34831	Phage	0.76
S5C34872	Phage	0.54
S5C34899	Bacteria	0.38
S5C34938	Phage	0.68
S5C34970	Bacteria	0.45
S5C34981	Phage	0.62
S5C35005	Bacteria	0.1
S5C35103	Bacteria	0.46
S5C35115	Bacteria	0.29
S5C35159	Bacteria	0.05
S5C35190	Phage	0.71
S5C35208	Phage	0.74
S5C35254	Bacteria	0.43
S5C35295	Phage	0.58
S5C35300	Bacteria	0.5
S5C35319	Bacteria	0.37
S5C35344	Bacteria	0.41
S5C35364	Phage	0.91
S5C35367	Phage	0.54
S5C35378	Phage	0.65
S5C35381	Phage	0.94
S5C35393	Phage	0.59
S5C35436	Bacteria	0.36
S5C35439	Phage	0.54
S5C35458	Bacteria	0.44
S5C35491	Phage	0.58
S5C35513	Bacteria	0.27
S5C35531	Phage	0.6
S5C35538	Bacteria	0.42
S5C35571	Phage	0.59
S5C35642	Bacteria	0.11
S5C35652	Phage	0.64
S5C35663	Bacteria	0.32
S5C35674	Phage	0.94
S5C35728	Phage	0.7
S5C35769	Bacteria	0.37
S5C35801	Phage	0.54
S5C35803	Phage	0.67
S5C35805	Phage	0.67
S5C35815	Phage	0.55
S5C35839	Phage	0.75
S5C35892	Bacteria	0.31
S5C35958	Phage	0.71
S5C35981	Bacteria	0.41
S5C35983	Bacteria	0.45
S5C36014	Bacteria	0.35
S5C36044	Phage	0.82
S5C36076	Bacteria	0.43
S5C36091	Phage	0.5
S5C36094	Bacteria	0.37
S5C36100	Phage	0.83
S5C36159	Phage	0.79
S5C36212	Phage	0.97
S5C36230	Phage	0.6
S5C36240	Bacteria	0.35
S5C36259	Phage	0.6
S5C36275	Phage	0.96
S5C36284	Phage	0.59
S5C36292	Bacteria	0.16
S5C36322	Phage	0.7
S5C36329	Bacteria	0.07
S5C36387	Phage	0.51
S5C36419	Bacteria	0.19
S5C36427	Phage	0.96
S5C36430	Phage	0.84
S5C36433	Bacteria	0.41
S5C36458	Phage	0.74
S5C36525	Bacteria	0.42
S5C36567	Phage	0.73
S5C36627	Phage	0.6
S5C36628	Bacteria	0.46
S5C36678	Phage	0.97
S5C36697	Bacteria	0.42
